ID,Player Name,Position,Team Name,Value,total_points,minutes,points_per_minute,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
232,Chilwell,DEF,Chelsea,5.5,114.0,2374.0,0.048020219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Thiago Silva,DEF,Chelsea,5.5,0.0,0.0,0.0,11.0,0.43799999999999994,26.0,0.6990000000000001,37.0,1.568,48.0,2.28,50.0,2.104,49.0,1.319,49.0,2.14,51.0,2.3819999999999997
500,Havertz,MID,Chelsea,8.5,0.0,0.0,0.0,78.0,5.282,72.0,3.6060000000000003,67.0,4.65,57.0,4.106,52.0,3.427,51.0,2.6260000000000003,51.0,3.3819999999999997,51.0,3.3510000000000004
108,Batshuayi,FWD,Crystal Palace,6.0,28.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Cahill,DEF,Crystal Palace,4.5,70.0,2167.0,0.032302723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Hennessey,GK,Crystal Palace,4.5,7.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039,3.0,0.105,4.0,0.165,3.0,0.126,4.0,0.149,4.0,0.161
127,Sakho,DEF,Crystal Palace,4.5,11.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Guaita,GK,Crystal Palace,5.0,137.0,3150.0,0.043492063,89.0,3.638,89.0,3.134,88.0,3.397,87.0,3.054,86.0,3.5410000000000004,87.0,3.6319999999999997,87.0,3.253,87.0,3.4989999999999997
129,Tomkins,DEF,Crystal Palace,4.5,48.0,1582.0,0.03034134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,McArthur,MID,Crystal Palace,5.5,92.0,3091.0,0.02976383,73.0,2.4659999999999997,71.0,2.046,71.0,2.338,71.0,2.049,69.0,2.405,68.0,2.407,67.0,2.077,67.0,2.33
131,McCarthy,MID,Crystal Palace,4.5,41.0,1668.0,0.024580336,67.0,2.119,65.0,1.8019999999999998,68.0,2.116,63.0,1.7590000000000001,65.0,2.137,64.0,2.135,62.0,1.8319999999999999,63.0,2.0540000000000003
132,Benteke,FWD,Crystal Palace,5.5,42.0,1252.0,0.033546326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Kouyaté,MID,Crystal Palace,5.0,85.0,2524.0,0.033676704,77.0,2.3280000000000003,76.0,2.015,72.0,2.158,73.0,1.96,71.0,2.235,72.0,2.28,71.0,2.019,71.0,2.206
134,Ward,DEF,Crystal Palace,4.5,77.0,2380.0,0.032352941,87.0,2.839,83.0,1.245,82.0,2.391,80.0,1.364,81.0,2.786,79.0,2.779,78.0,2.008,77.0,2.495
135,Kelly,DEF,Crystal Palace,4.5,64.0,1547.0,0.041370394,30.0,1.011,36.0,0.563,38.0,1.126,41.0,0.7190000000000001,40.0,1.393,40.0,1.426,41.0,1.073,43.0,1.41
136,Wickham,FWD,Crystal Palace,4.5,15.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Townsend,MID,Crystal Palace,6.0,48.0,1284.0,0.037383177999999996,69.0,2.8689999999999998,68.0,2.335,65.0,2.6439999999999997,63.0,2.189,66.0,2.833,63.0,2.795,60.0,2.238,64.0,2.7310000000000003
138,Milivojevic,MID,Crystal Palace,6.0,81.0,2510.0,0.032270916000000004,56.0,2.065,54.0,1.6769999999999998,57.0,2.052,56.0,1.7280000000000002,53.0,2.032,52.0,2.03,56.0,1.839,55.0,2.079
139,van Aanholt,DEF,Crystal Palace,5.5,109.0,2507.0,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Ayew,FWD,Crystal Palace,6.0,132.0,3148.0,0.041931385,81.0,3.484,78.0,2.764,76.0,3.2039999999999997,74.0,2.617,75.0,3.3739999999999997,73.0,3.4,74.0,2.7430000000000003,71.0,3.22
141,Zaha,MID,Crystal Palace,7.0,120.0,3279.0,0.036596523,81.0,3.3760000000000003,74.0,2.549,75.0,3.074,76.0,2.596,71.0,3.147,72.0,3.2760000000000002,72.0,2.6510000000000002,73.0,3.1860000000000004
142,Schlupp,MID,Crystal Palace,5.5,51.0,1030.0,0.049514563,30.0,1.285,28.0,1.006,27.0,1.117,33.0,1.171,32.0,1.3769999999999998,32.0,1.412,35.0,1.306,33.0,1.413
143,Meyer,MID,Crystal Palace,5.0,23.0,645.0,0.0,5.0,0.19399999999999998,6.0,0.207,5.0,0.191,6.0,0.207,8.0,0.318,9.0,0.36200000000000004,9.0,0.321,9.0,0.35600000000000004
144,Riedewald,MID,Crystal Palace,4.5,22.0,761.0,0.0,24.0,0.828,29.0,0.873,29.0,0.9590000000000001,30.0,0.902,30.0,1.03,34.0,1.171,30.0,0.941,33.0,1.1159999999999999
145,Ferguson,DEF,Crystal Palace,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Mitchell,DEF,Crystal Palace,4.0,4.0,193.0,0.0,69.0,2.199,64.0,0.882,66.0,1.824,64.0,1.01,64.0,2.099,65.0,2.169,69.0,1.673,64.0,1.973
147,Pierrick,MID,Crystal Palace,4.5,2.0,13.0,0.0,24.0,0.841,21.0,0.659,22.0,0.7559999999999999,24.0,0.7490000000000001,25.0,0.89,25.0,0.899,28.0,0.903,30.0,1.05
486,Dann,DEF,Crystal Palace,4.5,51.0,1264.0,0.040348101000000004,83.0,2.9939999999999998,82.0,1.3559999999999999,80.0,2.531,80.0,1.483,78.0,2.927,80.0,3.102,77.0,2.119,76.0,2.678
489,Eze,MID,Crystal Palace,6.0,0.0,0.0,0.0,28.0,1.334,52.0,1.9580000000000002,52.0,2.311,51.0,1.9169999999999998,53.0,2.525,53.0,2.596,50.0,2.004,51.0,2.418
148,Walcott,MID,Everton,6.0,63.0,1281.0,0.049180327999999995,29.0,1.23,30.0,1.746,30.0,1.5330000000000001,28.0,1.456,28.0,1.1540000000000001,26.0,1.238,28.0,1.379,32.0,1.391
149,Delph,MID,Everton,5.0,27.0,1187.0,0.02274642,12.0,0.355,19.0,0.648,24.0,0.77,24.0,0.782,29.0,0.82,31.0,0.9390000000000001,30.0,0.943,33.0,0.9520000000000001
150,Sigurdsson,MID,Everton,7.0,95.0,2555.0,0.037181996,46.0,1.922,44.0,2.613,44.0,2.275,48.0,2.524,43.0,1.7619999999999998,46.0,2.1919999999999997,44.0,2.185,43.0,1.8780000000000001
151,Lössl,GK,Everton,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045,0.0,0.0,2.0,0.08199999999999999,2.0,0.08800000000000001,2.0,0.075
152,Coleman,DEF,Everton,5.0,55.0,1833.0,0.030005456,64.0,1.8230000000000002,66.0,3.1069999999999998,65.0,2.783,62.0,2.784,58.0,1.375,61.0,2.187,57.0,2.408,61.0,1.7069999999999999
153,Tosun,FWD,Everton,6.0,24.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Bernard,MID,Everton,6.0,72.0,1269.0,0.056737589000000005,17.0,0.645,20.0,1.004,21.0,0.935,18.0,0.8190000000000001,19.0,0.705,19.0,0.7829999999999999,22.0,0.948,19.0,0.74
155,Digne,DEF,Everton,6.0,120.0,3031.0,0.039590894,87.0,2.7110000000000003,84.0,4.572,84.0,4.081,81.0,4.106,78.0,2.05,79.0,3.217,77.0,3.6319999999999997,77.0,2.404
156,Keane,DEF,Everton,5.0,90.0,2556.0,0.035211268,88.0,2.4330000000000003,84.0,3.793,83.0,3.447,77.0,3.338,77.0,1.7369999999999999,76.0,2.609,76.0,3.112,73.0,1.9569999999999999
157,Pickford,GK,Everton,5.0,117.0,3420.0,0.034210526,89.0,3.327,88.0,3.8739999999999997,88.0,3.7939999999999996,87.0,3.825,88.0,3.139,86.0,3.47,85.0,3.665,84.0,3.088
158,André Gomes,MID,Everton,5.5,39.0,1457.0,0.02676733,52.0,1.445,52.0,1.73,47.0,1.4769999999999999,48.0,1.526,53.0,1.42,47.0,1.403,45.0,1.3969999999999998,48.0,1.35
159,Iwobi,MID,Everton,6.0,52.0,1591.0,0.032683847,22.0,0.893,22.0,1.187,22.0,1.055,21.0,1.037,21.0,0.8390000000000001,25.0,1.125,23.0,1.072,24.0,1.0070000000000001
160,Kenny,DEF,Everton,4.5,0.0,0.0,0.0,26.0,0.7390000000000001,26.0,1.178,25.0,1.044,28.0,1.217,33.0,0.765,29.0,1.011,35.0,1.444,30.0,0.8220000000000001
161,Gbamin,MID,Everton,5.0,4.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Mina,DEF,Everton,5.5,78.0,2281.0,0.034195527999999996,65.0,1.796,55.0,2.585,45.0,1.915,39.0,1.7369999999999999,38.0,0.879,42.0,1.472,37.0,1.546,40.0,1.1
163,Davies,MID,Everton,5.5,59.0,2020.0,0.029207921,37.0,1.072,34.0,1.206,37.0,1.216,35.0,1.175,35.0,1.0070000000000001,34.0,1.062,33.0,1.073,32.0,0.9570000000000001
164,Calvert-Lewin,FWD,Everton,7.0,126.0,2621.0,0.048073254,74.0,3.069,71.0,4.398,70.0,3.701,67.0,3.6210000000000004,66.0,2.76,68.0,3.3169999999999997,65.0,3.2960000000000003,67.0,3.0389999999999997
165,Holgate,DEF,Everton,5.0,71.0,2052.0,0.03460039,13.0,0.35,29.0,1.2770000000000001,46.0,1.858,66.0,2.78,65.0,1.395,60.0,1.9909999999999999,62.0,2.46,65.0,1.666
166,Richarlison,FWD,Everton,8.0,143.0,3070.0,0.046579805,67.0,2.602,68.0,3.812,63.0,3.0639999999999996,66.0,3.242,65.0,2.528,63.0,2.833,62.0,2.891,62.0,2.5989999999999998
167,Virgínia,GK,Everton,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.044000000000000004,1.0,0.036000000000000004,1.0,0.04,2.0,0.086,2.0,0.073
168,Gordon,MID,Everton,4.5,17.0,436.0,0.0,6.0,0.23399999999999999,8.0,0.408,7.0,0.32,7.0,0.324,8.0,0.307,7.0,0.295,8.0,0.35200000000000004,10.0,0.4
169,Kean,FWD,Everton,6.0,53.0,830.0,0.0,22.0,1.0290000000000001,22.0,1.49,22.0,1.284,25.0,1.474,26.0,1.196,25.0,1.34,27.0,1.489,23.0,1.1540000000000001
170,Branthwaite,DEF,Everton,4.0,11.0,299.0,0.0,17.0,0.46299999999999997,16.0,0.6970000000000001,14.0,0.565,10.0,0.419,12.0,0.273,11.0,0.37200000000000005,14.0,0.5579999999999999,15.0,0.39899999999999997
502,Allan,MID,Everton,5.5,0.0,0.0,0.0,43.0,1.304,46.0,1.673,44.0,1.496,45.0,1.548,40.0,1.188,44.0,1.421,47.0,1.564,41.0,1.258
508,Rodríguez,MID,Everton,7.5,0.0,0.0,0.0,68.0,3.3739999999999997,65.0,5.008,64.0,4.164,62.0,4.125,67.0,3.197,63.0,3.7,61.0,3.77,62.0,3.272
512,Doucouré,MID,Everton,5.5,113.0,3156.0,0.035804816,31.0,1.047,27.0,1.1640000000000001,29.0,1.13,32.0,1.262,25.0,0.831,31.0,1.129,32.0,1.204,28.0,0.966
171,Fabri,GK,Fulham,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038,2.0,0.079,2.0,0.073,2.0,0.078,3.0,0.122,3.0,0.12,1.0,0.037000000000000005
172,McDonald,MID,Fulham,5.0,0.0,0.0,0.0,2.0,0.065,2.0,0.068,4.0,0.14400000000000002,2.0,0.066,4.0,0.136,5.0,0.18,4.0,0.145,4.0,0.138
173,Le Marchand,DEF,Fulham,4.5,0.0,0.0,0.0,9.0,0.207,17.0,0.44299999999999995,20.0,0.617,23.0,0.53,25.0,0.7120000000000001,29.0,0.9620000000000001,25.0,0.792,29.0,0.737
174,Johansen,MID,Fulham,5.0,0.0,0.0,0.0,29.0,1.028,25.0,0.815,26.0,0.92,28.0,0.867,27.0,0.88,27.0,0.9540000000000001,30.0,1.072,29.0,0.963
175,Cairney,MID,Fulham,5.5,0.0,0.0,0.0,61.0,2.26,62.0,2.083,62.0,2.296,58.0,1.855,58.0,1.965,60.0,2.219,61.0,2.293,59.0,2.045
176,Ream,DEF,Fulham,4.5,0.0,0.0,0.0,87.0,1.945,84.0,2.2,83.0,2.571,83.0,1.9280000000000002,80.0,2.314,78.0,2.612,79.0,2.5140000000000002,80.0,2.041
177,Knockaert,MID,Fulham,5.5,0.0,0.0,0.0,80.0,2.867,75.0,2.7910000000000004,72.0,3.116,75.0,2.574,72.0,2.694,71.0,3.0469999999999997,71.0,3.195,71.0,2.784
178,Hector,DEF,Fulham,4.5,0.0,0.0,0.0,87.0,1.992,84.0,2.164,81.0,2.511,79.0,1.794,80.0,2.273,79.0,2.641,77.0,2.457,76.0,1.9269999999999998
179,Christie,DEF,Fulham,4.5,0.0,0.0,0.0,83.0,1.8130000000000002,81.0,2.0909999999999997,81.0,2.542,78.0,1.7619999999999998,79.0,2.242,76.0,2.562,77.0,2.492,75.0,1.911
180,Kebano,MID,Fulham,5.0,0.0,0.0,0.0,17.0,0.7190000000000001,19.0,0.856,19.0,0.988,19.0,0.7879999999999999,21.0,0.937,20.0,1.036,19.0,1.0190000000000001,22.0,1.031
181,Decordova-Reid,FWD,Fulham,5.5,0.0,0.0,0.0,31.0,1.2570000000000001,34.0,1.3019999999999998,37.0,1.579,35.0,1.258,40.0,1.4909999999999999,37.0,1.556,37.0,1.619,39.0,1.53
182,Bryan,DEF,Fulham,5.0,0.0,0.0,0.0,87.0,2.207,85.0,2.4930000000000003,83.0,2.9930000000000003,80.0,2.04,81.0,2.58,78.0,3.045,80.0,3.011,77.0,2.2640000000000002
183,Bettinelli,GK,Fulham,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Mitrović,FWD,Fulham,6.0,0.0,0.0,0.0,79.0,3.5039999999999996,76.0,3.326,74.0,3.907,75.0,2.928,74.0,3.1910000000000003,72.0,3.737,70.0,3.8489999999999998,71.0,3.3689999999999998
185,Mawson,DEF,Fulham,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Rodák,GK,Fulham,4.5,0.0,0.0,0.0,90.0,3.219,88.0,3.306,87.0,3.4160000000000004,87.0,3.168,87.0,3.397,86.0,3.505,87.0,3.469,89.0,3.301
187,Cavaleiro,MID,Fulham,5.5,0.0,0.0,0.0,63.0,2.3609999999999998,60.0,2.3280000000000003,61.0,2.735,60.0,2.146,58.0,2.25,62.0,2.7439999999999998,63.0,2.908,57.0,2.315
188,Onomah,MID,Fulham,5.0,0.0,0.0,0.0,49.0,1.864,50.0,1.7519999999999998,48.0,1.875,49.0,1.617,49.0,1.723,44.0,1.714,46.0,1.841,50.0,1.805
189,Seri,MID,Fulham,5.0,0.0,0.0,0.0,60.0,2.127,61.0,1.982,58.0,2.069,56.0,1.739,56.0,1.837,60.0,2.137,53.0,1.939,57.0,1.9080000000000001
190,Kamara,MID,Fulham,5.0,0.0,0.0,0.0,10.0,0.439,13.0,0.5770000000000001,15.0,0.784,14.0,0.569,14.0,0.617,17.0,0.879,16.0,0.865,17.0,0.792
191,Anguissa,MID,Fulham,4.5,0.0,0.0,0.0,50.0,1.4980000000000002,52.0,1.652,48.0,1.6369999999999998,53.0,1.61,54.0,1.716,49.0,1.6780000000000002,52.0,1.785,48.0,1.556
192,Sessegnon,DEF,Fulham,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Reed,MID,Fulham,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.042,1.0,0.036000000000000004,1.0,0.038,1.0,0.040999999999999995,2.0,0.085,1.0,0.039
484,Robinson,DEF,Fulham,4.5,0.0,0.0,0.0,5.0,0.11900000000000001,6.0,0.163,8.0,0.256,13.0,0.311,11.0,0.32299999999999995,15.0,0.513,16.0,0.524,16.0,0.423
493,Lemina,MID,Fulham,4.5,0.0,0.0,0.0,2.0,0.066,3.0,0.096,5.0,0.171,5.0,0.155,5.0,0.161,7.0,0.239,6.0,0.207,7.0,0.228
193,Hernández,MID,Leeds,6.0,0.0,0.0,0.0,71.0,2.42,72.0,3.6519999999999997,66.0,2.7969999999999997,67.0,2.362,67.0,2.767,68.0,3.148,67.0,2.8289999999999997,66.0,3.036
194,Casilla,GK,Leeds,4.5,0.0,0.0,0.0,25.0,0.875,20.0,0.9079999999999999,22.0,0.914,27.0,0.946,24.0,0.9670000000000001,22.0,0.883,27.0,1.052,23.0,0.961
195,Cooper,DEF,Leeds,4.5,0.0,0.0,0.0,85.0,1.2590000000000001,81.0,3.562,83.0,2.907,78.0,1.129,78.0,2.54,75.0,2.513,78.0,2.362,77.0,2.793
196,Douglas,DEF,Leeds,4.0,0.0,0.0,0.0,3.0,0.055,5.0,0.225,8.0,0.29,8.0,0.132,8.0,0.271,7.0,0.24600000000000002,9.0,0.28600000000000003,11.0,0.414
197,Ayling,DEF,Leeds,4.5,0.0,0.0,0.0,88.0,1.6669999999999998,85.0,4.062,82.0,3.082,81.0,1.296,78.0,2.7289999999999996,79.0,2.905,77.0,2.516,76.0,3.0180000000000002
198,Klich,MID,Leeds,5.5,0.0,0.0,0.0,65.0,2.105,65.0,2.7319999999999998,62.0,2.239,66.0,2.0180000000000002,61.0,2.169,63.0,2.404,61.0,2.188,61.0,2.3280000000000003
199,Forshaw,MID,Leeds,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Dallas,DEF,Leeds,4.5,0.0,0.0,0.0,74.0,1.45,72.0,3.701,72.0,2.93,71.0,1.287,74.0,2.7910000000000004,69.0,2.783,68.0,2.42,69.0,2.967
201,Alioski,DEF,Leeds,4.5,0.0,0.0,0.0,29.0,0.619,35.0,1.837,33.0,1.361,34.0,0.633,34.0,1.3019999999999998,35.0,1.4469999999999998,38.0,1.3769999999999998,37.0,1.621
202,Bamford,FWD,Leeds,5.5,0.0,0.0,0.0,46.0,1.849,48.0,2.699,46.0,2.178,45.0,1.8330000000000002,49.0,2.265,48.0,2.51,48.0,2.296,47.0,2.416
203,Harrison,MID,Leeds,5.5,0.0,0.0,0.0,79.0,2.6510000000000002,76.0,3.3139999999999996,75.0,2.803,73.0,2.338,72.0,2.655,73.0,2.897,70.0,2.612,71.0,2.815
204,Phillips,MID,Leeds,5.0,0.0,0.0,0.0,53.0,1.419,53.0,1.835,54.0,1.682,53.0,1.443,53.0,1.6269999999999998,50.0,1.6119999999999999,51.0,1.569,52.0,1.679
205,Costa,MID,Leeds,5.5,0.0,0.0,0.0,78.0,2.443,77.0,3.5260000000000002,73.0,2.8139999999999996,71.0,2.307,72.0,2.72,73.0,3.022,70.0,2.693,69.0,2.863
206,Roberts,MID,Leeds,5.0,0.0,0.0,0.0,23.0,0.898,22.0,1.107,26.0,1.1059999999999999,26.0,0.953,24.0,1.002,27.0,1.24,30.0,1.2670000000000001,26.0,1.18
207,Grot,MID,Leeds,5.0,0.0,0.0,0.0,4.0,0.129,4.0,0.155,6.0,0.214,9.0,0.292,7.0,0.247,9.0,0.33,7.0,0.248,9.0,0.33
208,Miazek,GK,Leeds,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Poveda-Ocampo,MID,Leeds,4.5,0.0,0.0,0.0,5.0,0.168,4.0,0.168,7.0,0.263,6.0,0.204,7.0,0.26,8.0,0.314,8.0,0.3,8.0,0.313
210,Shackleton,MID,Leeds,5.0,0.0,0.0,0.0,13.0,0.445,14.0,0.6659999999999999,15.0,0.62,16.0,0.583,18.0,0.7290000000000001,17.0,0.7440000000000001,18.0,0.7390000000000001,18.0,0.7829999999999999
211,Struijk,DEF,Leeds,4.0,0.0,0.0,0.0,37.0,0.591,37.0,1.55,39.0,1.3030000000000002,41.0,0.5660000000000001,40.0,1.254,43.0,1.376,42.0,1.22,41.0,1.412
212,Stevens,MID,Leeds,4.5,0.0,0.0,0.0,6.0,0.201,5.0,0.19899999999999998,7.0,0.253,6.0,0.19699999999999998,9.0,0.322,7.0,0.263,9.0,0.324,10.0,0.374
213,Meslier,GK,Leeds,4.5,0.0,0.0,0.0,64.0,2.242,69.0,3.133,67.0,2.785,62.0,2.176,65.0,2.622,67.0,2.6919999999999997,62.0,2.419,66.0,2.759
214,Davis,DEF,Leeds,4.0,0.0,0.0,0.0,12.0,0.2,15.0,0.644,14.0,0.488,16.0,0.248,17.0,0.5539999999999999,20.0,0.665,18.0,0.546,21.0,0.75
215,Casey,DEF,Leeds,4.0,0.0,0.0,0.0,1.0,0.016,3.0,0.128,2.0,0.07,4.0,0.065,4.0,0.13,5.0,0.166,5.0,0.152,4.0,0.142
491,Koch,DEF,Leeds,4.5,0.0,0.0,0.0,68.0,1.062,69.0,3.4610000000000003,67.0,2.6689999999999996,66.0,1.162,68.0,2.511,63.0,2.48,67.0,2.322,63.0,2.6489999999999996
492,Rodrigo,FWD,Leeds,6.0,0.0,0.0,0.0,48.0,1.9809999999999999,46.0,2.826,49.0,2.481,49.0,2.097,46.0,2.298,47.0,2.674,47.0,2.427,47.0,2.611
216,Morgan,DEF,Leicester,4.5,19.0,430.0,0.0,37.0,1.526,63.0,3.0269999999999997,39.0,0.623,41.0,1.796,36.0,1.6580000000000001,39.0,1.1420000000000001,39.0,1.51,37.0,1.464
217,Schmeichel,GK,Leicester,5.5,156.0,3420.0,0.045614035,90.0,3.838,89.0,4.093,88.0,3.073,87.0,3.7739999999999996,88.0,3.904,87.0,3.2569999999999997,87.0,3.6239999999999997,84.0,3.535
218,Fuchs,DEF,Leicester,4.5,26.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.28,14.0,0.56,20.0,0.8140000000000001
219,Evans,DEF,Leicester,5.5,128.0,3384.0,0.037825059,0.0,0.0,0.0,0.0,84.0,1.239,82.0,3.4810000000000003,81.0,3.613,81.0,2.2680000000000002,78.0,2.9130000000000003,76.0,2.91
220,Silva,MID,Leicester,4.5,0.0,0.0,0.0,16.0,0.598,14.0,0.556,12.0,0.374,12.0,0.467,11.0,0.436,13.0,0.439,12.0,0.434,16.0,0.569
221,Albrighton,MID,Leicester,5.5,38.0,857.0,0.0,25.0,1.177,29.0,1.46,27.0,0.955,27.0,1.321,25.0,1.265,29.0,1.153,26.0,1.146,28.0,1.202
222,James,MID,Leicester,4.5,1.0,5.0,0.0,1.0,0.038,1.0,0.039,1.0,0.032,1.0,0.038,1.0,0.039,2.0,0.068,2.0,0.07200000000000001,2.0,0.071
223,Ward,GK,Leicester,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,2.0,0.086,1.0,0.044000000000000004,3.0,0.111,2.0,0.083,5.0,0.209
224,Vardy,FWD,Leicester,10.0,210.0,3032.0,0.069261214,82.0,5.065,79.0,5.327000000000001,80.0,3.4,77.0,5.172000000000001,76.0,5.277,75.0,3.833,76.0,4.433,75.0,4.162
225,Praet,MID,Leicester,5.5,54.0,1122.0,0.048128342000000005,19.0,0.841,16.0,0.7509999999999999,10.0,0.353,12.0,0.555,13.0,0.597,15.0,0.588,14.0,0.59,13.0,0.535
226,Pereira,DEF,Leicester,6.0,123.0,2520.0,0.04880952400000001,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.11,37.0,1.8119999999999998,49.0,1.506,48.0,1.96,45.0,1.8719999999999999
227,Amartey,DEF,Leicester,4.0,0.0,0.0,0.0,38.0,1.495,29.0,1.328,13.0,0.21100000000000002,10.0,0.414,13.0,0.564,11.0,0.313,9.0,0.332,11.0,0.415
228,Tielemans,MID,Leicester,6.5,117.0,2823.0,0.041445271,68.0,2.978,60.0,2.842,56.0,1.848,55.0,2.5469999999999997,60.0,2.8369999999999997,56.0,2.099,54.0,2.247,56.0,2.27
229,Pérez,MID,Leicester,6.5,129.0,1998.0,0.064564565,47.0,2.859,47.0,3.133,45.0,1.926,46.0,3.017,49.0,3.313,45.0,2.276,45.0,2.5989999999999998,46.0,2.563
230,Gray,MID,Leicester,5.5,44.0,605.0,0.0,10.0,0.5589999999999999,9.0,0.54,9.0,0.373,10.0,0.595,9.0,0.552,11.0,0.517,10.0,0.531,13.0,0.6679999999999999
231,Maddison,MID,Leicester,7.0,125.0,2624.0,0.047637195,32.0,1.675,55.0,3.032,75.0,2.654,73.0,3.906,75.0,4.132,73.0,3.0210000000000004,72.0,3.42,73.0,3.324
233,Iheanacho,FWD,Leicester,6.0,64.0,953.0,0.0,39.0,2.351,39.0,2.541,37.0,1.6440000000000001,38.0,2.468,40.0,2.661,39.0,1.999,39.0,2.24,39.0,2.137
234,Choudhury,MID,Leicester,5.0,35.0,883.0,0.0,8.0,0.29600000000000004,8.0,0.318,6.0,0.191,6.0,0.237,7.0,0.282,8.0,0.27399999999999997,9.0,0.325,8.0,0.29100000000000004
235,Barnes,MID,Leicester,7.0,133.0,2075.0,0.06409638599999999,52.0,2.9789999999999996,50.0,3.116,46.0,1.881,46.0,2.827,46.0,2.915,47.0,2.24,42.0,2.282,46.0,2.407
236,Ndidi,MID,Leicester,5.0,85.0,2671.0,0.031823287,84.0,2.588,78.0,2.595,75.0,1.909,75.0,2.47,72.0,2.42,71.0,2.013,73.0,2.238,72.0,2.208
237,Benkovic,DEF,Leicester,4.5,0.0,0.0,0.0,70.0,2.758,64.0,2.927,42.0,0.645,39.0,1.626,38.0,1.661,39.0,1.095,40.0,1.474,39.0,1.475
238,Söyüncü,DEF,Leicester,5.5,120.0,3036.0,0.039525692,87.0,3.406,85.0,3.9160000000000004,82.0,1.166,82.0,3.4139999999999997,79.0,3.457,78.0,2.129,80.0,2.92,78.0,2.925
239,Justin,DEF,Leicester,4.5,35.0,1010.0,0.034653465,63.0,2.713,61.0,3.071,55.0,0.972,49.0,2.245,48.0,2.305,40.0,1.248,45.0,1.8359999999999999,37.0,1.541
240,Thomas,DEF,Leicester,4.5,15.0,267.0,0.0,40.0,1.63,32.0,1.492,26.0,0.42200000000000004,29.0,1.2309999999999999,23.0,1.02,20.0,0.58,19.0,0.7170000000000001,19.0,0.732
498,Castagne,DEF,Leicester,5.5,0.0,0.0,0.0,68.0,3.014,63.0,3.217,63.0,1.083,50.0,2.331,42.0,2.0580000000000003,31.0,0.972,34.0,1.4,32.0,1.338
241,Milner,MID,Liverpool,5.5,49.0,924.0,0.0,17.0,0.9179999999999999,17.0,0.7390000000000001,18.0,0.879,16.0,0.871,16.0,0.778,18.0,0.9670000000000001,19.0,1.078,21.0,0.8370000000000001
